Age,Sex,Height ,Reason,SBF,EBF,Starting,Ending,CI,API,ACI,AFI,Sleep,HealthFactors,BMR
34,Female,67,Gaining muscle,35,16,195,91,2660,80,87,58,7.4,No,1899
47,Male,66,Losing fat,31,23,175,136,3414,145,25,45,5.0,No,2760
21,Female,59,Gaining muscle,23,15,109,189,2667,94,88,265,7.3,No,1586
25,Male,68,Gaining muscle,23,18,167,101,2011,54,25,39,11.0,No,1841
29,Male,51,Gaining muscle,36,17,119,104,2644,85,72,80,4.5,No,2012
35,Female,50,Losing fat,17,21,152,139,2604,72,46,44,5.6,No,3127
21,Female,63,Gaining muscle,21,28,140,164,1780,225,54,114,5.4,No,1052
64,Female,68,Gaining muscle,21,17,140,116,2462,140,55,61,7.4,No,1925
13,Male,74,Gaining muscle,15,19,175,113,1476,84,32,109,2.9,No,1596
19,Male,57,Gaining muscle,44,26,104,156,2431,71,82,137,11.0,No,1309
37,Female,57,Gaining muscle,28,16,191,133,1879,142,69,22,6.8,No,1088
13,Female,50,Gaining muscle,14,24,118,90,1860,95,98,114,9.8,No,1322
14,Male,62,Losing fat,21,16,115,118,2155,169,25,57,5.5,No,1030
40,Male,60,Gaining muscle,16,13,114,140,1710,138,43,52,10.3,No,1750
15,Female,60,Losing fat,29,14,174,90,2441,82,25,71,7.0,No,1030
13,Male,63,Gaining muscle,22,22,113,90,2374,58,79,41,5.5,No,1874
64,Female,68,Losing fat,22,22,118,126,1610,140,25,30,6.7,No,1441
19,Male,61,Losing fat,32,27,131,139,3341,142,46,50,11.0,No,1491
13,Female,50,Losing fat,19,20,115,97,1501,74,108,103,11.0,No,1046
22,Female,67,Losing fat,45,26,117,90,2234,63,87,252,10.2,No,1030
47,Female,64,Losing fat,37,21,162,92,3646,225,56,29,6.3,No,1657
13,Female,53,Losing fat,36,17,100,90,2213,51,25,60,7.1,No,1030
58,Male,63,Losing fat,19,12,190,137,1763,225,67,52,7.1,No,1030
13,Female,55,Losing fat,38,30,108,152,2092,66,55,103,5.5,No,1030
52,Female,62,Losing fat,17,13,195,98,3729,91,47,42,7.6,No,1038
13,Female,54,Losing fat,21,15,100,180,2111,59,25,22,10.8,No,1155
30,Male,52,Gaining muscle,14,25,174,138,4300,225,70,119,6.8,No,1269
44,Female,56,Gaining muscle,17,18,134,100,2447,225,25,107,6.7,No,1030
27,Female,53,Gaining muscle,21,26,133,112,2365,129,25,52,5.0,No,1039
48,Female,55,Losing fat,23,30,175,184,2184,223,51,74,11.0,No,1386
16,Female,59,Losing fat,33,17,118,131,2176,125,30,62,6.5,No,2819
16,Male,65,Gaining muscle,13,17,195,143,2362,225,150,122,9.4,No,1030
13,Female,50,Losing fat,18,20,132,181,1302,66,25,58,11.0,No,1386
20,Female,61,Losing fat,21,30,184,97,1200,51,25,72,5.7,No,1030
20,Female,68,Gaining muscle,16,12,169,100,4262,225,111,304,9.3,No,1705
43,Female,65,Losing fat,22,17,195,108,3022,73,26,117,6.5,No,1451
14,Female,63,Losing fat,21,12,160,90,1947,76,25,66,5.6,No,1391
44,Male,69,Gaining muscle,21,13,195,143,3531,225,59,103,11.0,No,1548
24,Female,67,Gaining muscle,20,20,115,133,2554,85,44,143,11.0,No,1030
37,Male,63,Gaining muscle,18,13,160,94,3521,152,50,475,6.4,No,2427
13,Male,65,Gaining muscle,14,12,129,132,2155,125,108,136,5.2,No,1030
68,Male,71,Gaining muscle,45,28,182,99,2437,66,75,44,5.1,No,1180
38,Female,61,Gaining muscle,18,18,122,147,2471,93,95,45,2.8,No,1177
28,Female,51,Losing fat,45,23,111,115,1696,80,25,69,5.6,No,1368
36,Male,66,Gaining muscle,19,18,130,149,2802,160,25,141,6.4,No,2114
29,Male,61,Gaining muscle,18,15,144,184,1863,57,100,159,5.4,No,1918
28,Female,50,Gaining muscle,23,18,127,144,1746,96,25,29,4.9,No,1183
19,Male,73,Losing fat,22,12,195,107,2900,225,61,398,6.7,No,1775
47,Male,55,Losing fat,17,18,166,201,1600,168,25,80,6.0,No,1030
13,Female,59,Gaining muscle,43,19,115,97,2839,124,35,34,7.2,No,1743
39,Male,65,Gaining muscle,23,16,189,129,3080,145,96,95,4.7,No,2378
31,Male,53,Losing fat,24,21,103,179,2018,72,25,52,7.5,No,1130
18,Male,53,Gaining muscle,15,18,174,90,1682,73,51,56,11.0,No,1229
21,Female,50,Losing fat,21,21,159,128,2357,83,25,43,5.5,No,1673
13,Female,57,Gaining muscle,23,25,187,115,2970,74,129,25,5.5,No,1121
22,Male,60,Gaining muscle,15,12,178,135,3492,122,68,107,10.2,No,1582
32,Male,72,Gaining muscle,14,22,195,92,1802,157,25,475,3.1,No,2158
61,Male,76,Losing fat,22,18,195,157,3354,99,78,124,6.9,No,1141
32,Male,64,Gaining muscle,20,26,173,185,1990,78,28,22,11.0,No,1615
38,Female,53,Losing fat,33,25,103,90,1723,58,25,182,8.7,No,1030
20,Male,67,Gaining muscle,23,28,187,180,1967,88,77,49,5.5,No,1211
44,Female,67,Gaining muscle,35,21,193,127,1327,97,44,41,11.0,No,1560
33,Male,59,Gaining muscle,45,24,154,182,2273,83,49,119,7.6,No,2684
70,Female,55,Losing fat,24,21,113,114,4300,106,25,49,5.0,No,1206
16,Female,55,Gaining muscle,23,19,188,184,1373,72,79,22,6.1,No,1595
39,Female,76,Gaining muscle,18,13,193,197,3892,203,77,174,10.7,No,1763
13,Female,55,Losing fat,22,30,170,119,1920,113,86,22,7.7,No,1030
13,Male,65,Losing fat,36,19,195,143,3141,225,53,22,5.6,No,1781
61,Male,62,Losing fat,22,16,117,90,2590,88,64,72,3.6,No,1134
47,Female,57,Losing fat,19,14,113,109,1756,59,25,92,5.6,No,1584
13,Female,61,Losing fat,36,30,124,90,1476,57,25,33,11.0,No,1030
13,Female,66,Losing fat,22,24,177,136,1914,75,25,54,11.0,No,1030
13,Female,50,Gaining muscle,34,21,105,90,1200,54,119,42,11.0,No,1030
13,Male,67,Gaining muscle,15,16,122,212,4300,114,100,85,4.3,No,1525
65,Male,57,Gaining muscle,13,15,122,202,3034,225,102,475,11.0,No,1363
20,Male,60,Gaining muscle,21,16,123,139,2177,82,32,127,9.6,No,2212
13,Female,57,Gaining muscle,21,27,102,158,1585,88,44,32,6.5,No,1030
16,Female,66,Gaining muscle,31,28,173,136,2533,107,25,475,7.0,No,1668
14,Female,62,Losing fat,26,21,105,141,1789,80,25,34,10.0,No,1645
13,Male,66,Losing fat,20,19,108,188,1320,157,25,89,11.0,No,1242
29,Male,63,Gaining muscle,30,21,148,120,2422,55,55,98,11.0,No,1581
22,Male,62,Gaining muscle,15,20,100,90,2955,99,66,418,11.0,No,2636
32,Female,68,Gaining muscle,45,15,127,114,1549,58,84,40,6.2,No,1942
27,Male,55,Gaining muscle,16,12,188,133,3731,124,74,135,7.3,No,1856
61,Female,63,Losing fat,23,12,181,136,3425,148,63,49,5.2,No,1663
27,Male,65,Gaining muscle,21,23,114,185,2521,225,35,73,11.0,No,1439
60,Male,58,Gaining muscle,31,16,128,131,2600,158,70,475,11.0,No,1640
42,Female,66,Losing fat,18,23,173,90,2531,78,49,88,5.3,No,1511
35,Female,65,Losing fat,20,30,107,90,1634,71,119,74,11.0,No,1030
45,Female,62,Losing fat,36,28,100,94,1617,68,25,33,9.9,No,1082
45,Female,54,Gaining muscle,21,18,121,105,2511,130,25,242,7.7,No,2128
37,Female,59,Losing fat,25,12,122,90,2604,80,54,22,11.0,No,1363
34,Female,51,Gaining muscle,23,16,158,118,2092,89,34,22,7.5,No,1325
41,Female,50,Losing fat,24,27,100,109,2394,51,25,22,9.6,No,1168
33,Male,67,Losing fat,45,30,188,98,2263,82,88,138,11.0,No,1030
19,Male,54,Gaining muscle,15,22,125,106,2839,144,97,81,5.8,No,1688
19,Female,63,Gaining muscle,19,17,116,205,4109,86,97,89,5.8,No,1168
57,Male,64,Gaining muscle,23,30,154,135,4235,225,71,46,10.4,No,1490
13,Female,61,Losing fat,17,27,100,90,1200,71,25,63,10.3,No,1558
13,Female,67,Gaining muscle,45,30,155,90,2635,127,78,30,5.1,No,2115
13,Female,73,Gaining muscle,24,21,100,132,4300,90,25,280,6.9,No,1994
19,Female,50,Losing fat,23,23,169,90,2521,125,25,34,11.0,No,1647
13,Male,53,Gaining muscle,17,18,121,218,4145,58,94,136,7.1,No,2288
41,Female,62,Losing fat,24,25,161,135,1671,77,48,74,7.9,No,1209
67,Female,57,Gaining muscle,23,17,116,98,4300,68,36,392,9.6,No,1704
13,Female,66,Gaining muscle,16,14,183,105,3330,169,71,77,7.9,No,1182
13,Female,55,Gaining muscle,32,30,100,124,3227,117,60,73,7.8,No,1030
41,Female,62,Gaining muscle,21,18,135,161,2839,98,27,22,7.2,No,2037
36,Female,59,Losing fat,19,22,141,90,1820,99,70,49,5.6,No,1030
13,Female,66,Losing fat,19,26,125,90,3892,84,139,31,8.6,No,1287
25,Male,68,Gaining muscle,13,19,136,115,3179,128,46,108,7.1,No,2549
73,Male,68,Gaining muscle,16,18,133,139,2602,141,86,102,7.1,No,2377
13,Female,63,Gaining muscle,24,14,173,135,2744,92,42,410,5.5,No,1168
39,Female,50,Gaining muscle,21,17,106,107,1836,80,28,64,5.6,No,1030
16,Male,69,Losing fat,15,15,107,90,2740,225,61,475,5.7,No,2205
21,Female,66,Gaining muscle,22,15,187,123,1987,130,25,22,7.1,No,2041
20,Female,66,Gaining muscle,18,17,100,127,2252,70,50,53,11.0,No,1030
13,Female,58,Losing fat,35,16,160,119,2226,100,28,136,6.0,No,1030
13,Female,51,Gaining muscle,16,29,100,90,2650,69,52,95,11.0,No,1030
73,Male,65,Gaining muscle,14,16,145,133,2186,127,203,130,4.9,No,2973
20,Female,50,Losing fat,31,19,100,133,1624,51,44,48,5.7,No,1393
18,Male,63,Gaining muscle,32,25,165,103,2727,52,61,75,5.1,No,1134
13,Female,54,Gaining muscle,17,19,110,91,2157,154,63,420,7.3,No,1767
55,Female,57,Losing fat,24,22,155,90,1523,79,25,67,7.5,No,1404
35,Female,50,Losing fat,21,21,112,169,2350,73,33,359,11.0,No,1535
28,Male,65,Gaining muscle,34,24,191,136,1757,225,45,59,11.0,No,1567
32,Male,55,Gaining muscle,22,19,176,144,3945,138,125,164,5.6,No,1219
45,Male,58,Gaining muscle,15,17,175,138,2622,77,25,57,6.6,No,1115
13,Male,66,Gaining muscle,16,18,103,140,3566,94,43,71,10.1,No,1674
13,Female,65,Losing fat,27,15,115,90,1698,72,65,129,11.0,No,1096
27,Male,68,Gaining muscle,24,30,111,90,2569,97,82,67,11.0,No,1030
49,Female,61,Gaining muscle,18,19,123,97,2114,72,25,44,6.7,No,1950
17,Male,65,Gaining muscle,23,29,195,143,3245,154,69,96,5.8,No,1030
13,Female,50,Losing fat,21,18,116,90,1200,66,25,77,5.3,No,1030
18,Female,69,Losing fat,21,20,173,118,2033,115,47,39,5.7,No,1030
23,Female,60,Losing fat,36,19,105,159,2191,70,25,145,11.0,No,1387
18,Male,50,Losing fat,18,25,162,181,1604,134,48,40,5.8,No,1125
34,Female,50,Losing fat,34,19,100,109,1867,223,40,22,7.1,No,1039
13,Male,50,Gaining muscle,19,19,195,127,2192,128,83,72,11.0,No,3500
15,Female,57,Gaining muscle,21,17,113,90,4091,68,26,189,7.9,No,1682
26,Female,62,Losing fat,19,22,156,90,2808,125,100,54,9.5,No,1171
13,Female,65,Losing fat,22,23,133,92,1228,72,25,82,9.7,No,1351
15,Female,52,Losing fat,38,20,195,97,1810,121,75,88,6.2,No,1186
25,Male,72,Gaining muscle,17,30,122,110,2163,80,25,245,7.4,No,1860
18,Female,60,Losing fat,32,16,138,118,2230,78,99,42,11.0,No,1269
14,Male,64,Gaining muscle,20,15,101,141,1455,51,43,173,10.7,No,1030
30,Male,70,Gaining muscle,14,16,115,206,2783,137,50,475,11.0,No,2386
13,Female,62,Losing fat,36,22,148,90,1882,59,35,34,11.0,No,1346
29,Male,58,Gaining muscle,17,21,117,185,1806,89,25,475,5.0,No,2206
36,Male,71,Gaining muscle,15,14,113,119,1663,134,25,113,6.5,No,3500
13,Female,50,Losing fat,18,21,100,90,2369,159,55,53,11.0,No,1348
13,Female,70,Gaining muscle,20,16,127,99,2304,225,61,119,7.2,No,2098
24,Male,56,Gaining muscle,20,17,125,110,1933,70,47,135,7.2,No,3500
13,Female,67,Losing fat,21,23,152,90,1628,78,43,73,11.0,No,1030
18,Female,68,Gaining muscle,18,22,119,125,1708,146,54,106,6.6,No,1992
46,Male,67,Gaining muscle,21,16,136,119,1914,89,25,108,11.0,No,1839
14,Female,54,Gaining muscle,18,24,107,200,2248,69,25,72,11.0,No,1476
13,Female,61,Losing fat,22,23,179,96,2546,135,25,114,7.2,No,2603
21,Female,68,Losing fat,20,30,181,175,2215,87,25,303,5.5,No,1882
38,Female,72,Losing fat,39,17,173,153,2983,197,25,24,7.3,No,1030
13,Female,55,Losing fat,35,26,100,90,1671,56,41,35,6.2,No,1030
13,Female,50,Losing fat,45,19,159,90,1526,193,25,39,8.4,No,1030
40,Female,67,Losing fat,39,28,155,148,2480,225,77,268,10.2,No,1409
13,Female,55,Losing fat,37,19,100,120,2098,64,41,22,6.2,No,1449
13,Female,63,Losing fat,34,15,163,178,1793,69,25,22,8.5,No,2236
49,Female,63,Gaining muscle,13,17,195,124,4300,74,25,108,7.4,No,1680
15,Male,53,Gaining muscle,15,21,195,123,2400,225,49,108,11.0,No,1104
50,Female,62,Losing fat,20,24,178,96,2242,65,73,22,5.2,No,1030
38,Male,67,Gaining muscle,21,16,176,139,2403,97,25,57,5.3,No,2009
13,Female,62,Losing fat,17,22,155,90,1597,74,25,50,6.6,No,1687
20,Male,71,Losing fat,17,21,195,90,1833,83,60,71,8.8,No,2035
55,Male,71,Gaining muscle,19,18,195,135,2209,132,93,99,5.5,No,1330
32,Female,59,Losing fat,21,25,108,132,1785,110,30,22,8.2,No,1502
43,Female,58,Gaining muscle,16,24,109,90,1200,120,36,66,7.5,No,1084
15,Male,63,Losing fat,35,28,193,132,2017,67,35,332,11.0,No,1508
13,Male,67,Losing fat,22,24,169,90,1627,67,25,82,7.7,No,1690
55,Male,62,Losing fat,35,28,178,151,2634,91,42,22,11.0,No,1936
40,Female,61,Losing fat,29,23,118,90,2010,78,63,44,11.0,No,1285
44,Male,69,Gaining muscle,27,14,132,99,3014,96,25,156,7.4,No,2126
34,Female,61,Losing fat,18,22,114,220,2538,181,25,35,7.9,No,1399
15,Female,60,Losing fat,26,24,155,114,3946,53,68,81,5.7,No,1030
26,Female,51,Losing fat,21,24,116,117,1391,85,25,86,5.5,No,1030
29,Male,67,Losing fat,30,25,108,90,2591,84,25,110,7.0,No,2050
13,Female,75,Gaining muscle,15,24,122,144,1925,225,90,96,6.9,No,1449
13,Male,67,Gaining muscle,20,26,110,133,2092,153,50,53,5.9,No,1534
17,Male,68,Gaining muscle,20,12,195,139,1693,74,36,144,7.5,No,2417
13,Female,56,Gaining muscle,22,22,167,109,1576,72,25,22,11.0,No,1030
13,Female,63,Gaining muscle,21,22,117,93,2426,89,25,95,5.4,No,1355
43,Male,52,Gaining muscle,30,21,195,128,1759,60,84,50,10.1,No,3339
53,Female,56,Gaining muscle,31,29,187,105,2423,200,25,26,7.7,No,1041
58,Female,50,Gaining muscle,19,19,179,181,4032,79,34,87,5.9,No,1030
13,Male,65,Gaining muscle,29,28,100,151,2228,60,25,73,11.0,No,1247
34,Male,64,Gaining muscle,14,20,129,153,2357,91,81,475,6.0,No,1368
14,Female,66,Gaining muscle,37,22,127,98,2373,90,102,22,5.8,No,1030
13,Female,72,Losing fat,18,16,132,124,1973,97,185,126,5.1,No,1523
13,Male,74,Gaining muscle,16,23,172,102,2759,225,25,71,9.7,No,1557
15,Female,55,Losing fat,36,27,112,97,1802,73,25,55,7.7,No,1400
13,Female,63,Losing fat,37,17,100,100,2291,51,25,64,11.0,No,1030
44,Female,71,Losing fat,20,24,115,90,2567,105,25,28,8.4,No,2813
28,Male,65,Gaining muscle,16,12,195,201,4300,100,95,121,7.1,No,1741
35,Male,53,Gaining muscle,20,15,127,150,2441,76,76,75,6.3,No,1837
51,Male,66,Gaining muscle,25,22,165,185,2793,86,44,238,5.2,No,1603
13,Male,64,Gaining muscle,19,17,119,193,2639,83,29,475,7.8,No,1722
64,Female,74,Losing fat,19,16,195,108,2521,199,111,64,7.0,No,3044
13,Female,53,Losing fat,16,17,112,93,2336,86,25,132,5.7,No,1569
27,Female,60,Losing fat,19,25,118,146,2169,113,28,366,8.0,No,1197
13,Female,61,Gaining muscle,18,13,167,120,1255,139,25,118,11.0,No,1279
26,Male,56,Gaining muscle,45,19,179,121,2165,223,102,340,11.0,No,1735
27,Female,53,Gaining muscle,22,20,184,101,3027,78,55,383,8.0,No,1354
13,Female,57,Losing fat,25,29,102,90,1590,51,62,58,5.6,No,1030
13,Female,50,Losing fat,28,30,100,90,1200,62,25,22,11.0,No,1030
37,Male,63,Gaining muscle,16,16,117,174,4300,225,129,357,5.3,No,1557
13,Female,69,Losing fat,21,18,190,90,1801,51,25,84,5.6,No,1383
50,Male,52,Losing fat,17,18,190,115,2520,119,84,115,4.6,No,1451
56,Female,50,Gaining muscle,33,22,185,132,3494,95,56,147,9.6,No,1076
14,Male,51,Gaining muscle,34,14,105,127,2325,53,25,387,7.9,No,1199
13,Male,67,Gaining muscle,27,17,165,98,2909,51,52,137,7.5,No,2022
22,Male,63,Losing fat,22,20,123,106,1465,135,25,37,4.1,No,1475
13,Male,67,Gaining muscle,15,25,139,181,3478,183,25,90,6.3,No,1406
14,Female,64,Losing fat,18,20,106,131,1416,71,86,80,5.9,No,1048
13,Female,65,Losing fat,45,27,135,104,2791,88,36,126,8.0,No,1100
17,Female,67,Gaining muscle,45,27,167,90,1309,89,25,271,10.8,No,1594
18,Female,65,Losing fat,22,24,152,95,3329,80,89,43,11.0,No,1059
13,Male,50,Gaining muscle,12,23,130,97,2021,204,64,39,5.7,No,1705
13,Male,61,Gaining muscle,14,17,193,142,1619,78,25,127,7.2,No,1568
13,Female,51,Losing fat,31,23,120,90,1200,81,25,53,5.4,No,1030
15,Male,61,Gaining muscle,16,13,121,152,2581,143,25,123,11.0,No,1137
22,Female,50,Gaining muscle,18,18,165,134,2256,70,40,52,5.2,No,1076
24,Female,50,Gaining muscle,32,16,185,163,1572,77,25,22,5.9,No,1879
13,Female,50,Gaining muscle,18,16,173,90,1565,69,68,65,5.8,No,1030
13,Female,50,Losing fat,20,16,100,90,2179,63,25,76,6.0,No,2512
17,Female,65,Gaining muscle,16,21,195,187,1406,83,66,48,5.1,No,1589
13,Male,65,Gaining muscle,17,16,126,182,2722,57,71,67,4.8,No,1486
42,Female,56,Gaining muscle,16,18,187,197,2067,141,39,99,10.2,No,1660
13,Male,62,Losing fat,35,17,123,129,1958,60,25,22,5.2,No,1030
13,Male,50,Losing fat,17,15,122,90,1996,135,25,79,8.7,No,1030
32,Male,64,Gaining muscle,16,16,119,123,2371,225,63,127,6.5,No,2122
15,Female,57,Gaining muscle,23,30,170,90,1840,127,104,142,11.0,No,1030
41,Male,65,Gaining muscle,13,22,131,191,3088,225,109,133,9.4,No,2270
16,Female,54,Losing fat,21,16,103,90,1200,101,49,60,6.2,No,1030
59,Male,64,Gaining muscle,18,19,119,119,2684,186,76,43,11.0,No,1652
16,Female,67,Gaining muscle,20,20,171,192,3398,54,25,264,6.5,No,1030
13,Female,62,Gaining muscle,17,18,188,116,2073,165,37,28,6.6,No,1279
52,Female,69,Gaining muscle,33,22,121,90,4300,225,103,307,4.9,No,1264
13,Female,53,Losing fat,23,30,124,90,1200,69,25,24,11.0,No,1030
31,Male,57,Losing fat,17,13,105,138,1655,225,25,119,7.6,No,1559
13,Male,69,Gaining muscle,18,17,102,90,2103,117,248,42,10.1,No,1410
35,Female,55,Losing fat,21,12,159,137,2013,133,37,144,11.0,No,1460
18,Male,66,Gaining muscle,45,19,181,137,2834,93,62,116,11.0,No,1564
13,Male,54,Gaining muscle,20,25,130,105,2760,221,47,43,11.0,No,1030
66,Female,58,Losing fat,22,30,100,90,1831,56,48,45,11.0,No,3141
13,Male,56,Gaining muscle,20,28,190,90,4300,85,35,30,3.6,No,1145
23,Male,54,Gaining muscle,20,30,117,223,2109,130,55,344,5.6,No,1030
58,Male,64,Losing fat,19,17,151,90,2167,119,84,313,11.0,No,1863
58,Female,66,Gaining muscle,22,24,176,113,4218,144,66,39,5.3,No,1555
13,Male,66,Gaining muscle,23,19,112,112,4300,210,76,124,11.0,No,1879
33,Male,58,Gaining muscle,21,19,195,143,2333,85,25,26,6.9,No,1030
20,Female,64,Losing fat,28,25,169,95,1767,66,25,50,11.0,No,1384
18,Male,68,Gaining muscle,13,17,136,130,2512,74,73,475,10.1,No,1170
25,Female,50,Losing fat,19,17,129,90,2100,85,81,40,6.1,No,1783
20,Female,75,Gaining muscle,21,14,125,90,2406,132,34,65,8.3,No,1678
42,Male,65,Gaining muscle,12,22,191,132,2855,223,136,208,7.1,No,1030
33,Male,76,Gaining muscle,16,24,125,122,2462,225,71,119,5.2,No,1945
21,Female,55,Losing fat,23,18,106,96,2247,149,66,22,7.2,No,1221
16,Male,68,Gaining muscle,16,13,138,97,2249,99,78,37,7.3,No,1030
28,Female,60,Losing fat,25,30,159,90,3148,57,25,78,8.3,No,2471
43,Female,53,Gaining muscle,14,16,176,105,1903,69,53,136,7.0,No,1736
42,Female,54,Gaining muscle,19,19,121,132,1752,62,27,125,5.8,No,1299
23,Male,55,Gaining muscle,13,16,175,204,2836,225,63,423,11.0,No,1276
40,Female,68,Gaining muscle,23,19,119,184,2686,79,25,35,7.3,No,1439
41,Male,65,Gaining muscle,22,16,176,139,2610,57,26,61,11.0,No,1953
13,Female,58,Losing fat,20,17,134,139,3050,135,43,72,7.1,No,1406
55,Female,50,Losing fat,15,17,116,183,1600,123,101,84,8.5,No,1030
13,Male,55,Gaining muscle,44,12,181,137,2476,225,114,475,10.8,No,1552
21,Female,69,Gaining muscle,24,19,113,113,4300,65,117,81,7.3,No,1375
13,Male,63,Gaining muscle,23,17,178,143,4300,77,27,22,4.7,No,1855
20,Male,63,Gaining muscle,26,13,166,137,2002,225,57,125,10.7,No,1945
50,Male,69,Gaining muscle,20,12,135,122,3003,75,83,120,5.4,No,1991
21,Female,54,Losing fat,19,22,100,90,2660,62,25,94,5.8,No,1198
13,Female,59,Losing fat,36,23,185,126,1200,70,38,33,10.9,No,2487
42,Male,66,Losing fat,18,13,190,203,4300,80,69,312,7.3,No,1698
13,Female,54,Losing fat,20,14,154,90,1736,70,57,95,8.6,No,2430
23,Female,62,Losing fat,22,23,195,93,4039,77,90,205,10.8,No,1989
13,Female,57,Losing fat,45,18,101,90,1200,68,25,22,11.0,No,3206
16,Female,58,Gaining muscle,22,17,143,188,1851,71,25,108,5.6,No,1603
13,Female,57,Losing fat,14,18,111,90,2001,53,27,306,10.0,No,1774
49,Female,53,Losing fat,38,19,183,121,1667,67,59,22,7.8,No,1170
13,Female,67,Gaining muscle,19,16,195,180,2969,93,123,154,5.2,No,1737
15,Male,62,Gaining muscle,19,28,161,213,2262,96,89,148,8.2,No,3500
48,Male,60,Gaining muscle,16,24,180,90,3814,62,113,394,4.1,No,1982
23,Female,67,Gaining muscle,31,19,115,90,1962,51,25,41,6.1,No,1030
15,Male,52,Gaining muscle,21,21,192,114,3853,216,71,95,7.7,No,1281
13,Male,61,Gaining muscle,28,30,119,116,2305,72,38,129,7.5,No,1861
24,Female,65,Losing fat,20,19,173,90,2343,121,40,99,10.8,No,1030
18,Female,60,Losing fat,20,24,165,90,1966,60,25,48,7.8,No,1288
15,Male,64,Gaining muscle,17,17,188,158,2141,85,227,91,7.0,No,1962
14,Male,52,Gaining muscle,14,19,147,124,2279,172,25,100,7.2,No,1976
45,Male,59,Gaining muscle,26,22,190,140,1902,71,61,22,5.8,No,1030
60,Female,65,Gaining muscle,15,20,177,131,1393,105,78,61,11.0,No,1030
54,Male,71,Gaining muscle,16,13,175,102,2166,124,25,109,7.8,No,1403
31,Female,64,Gaining muscle,21,30,120,103,1200,152,38,23,10.7,No,2123
13,Male,61,Losing fat,23,23,148,90,1260,67,25,300,4.9,No,1156
14,Female,50,Gaining muscle,17,25,187,199,2079,211,58,54,10.2,No,1457
18,Female,63,Gaining muscle,33,17,190,90,2252,74,25,96,7.9,No,1324
13,Female,50,Losing fat,37,20,100,90,1574,51,25,22,11.0,No,1030
13,Female,50,Losing fat,35,23,152,90,2756,77,25,118,11.0,No,1260
13,Female,61,Losing fat,22,17,173,90,1686,90,25,77,11.0,No,1030
22,Male,66,Gaining muscle,13,19,135,108,2221,86,54,67,5.8,No,3500
63,Male,55,Losing fat,19,15,126,125,3227,93,91,423,10.1,No,1866
26,Male,67,Gaining muscle,20,16,195,131,4117,73,104,224,5.6,No,1032
15,Female,63,Losing fat,20,30,135,121,2114,125,34,99,8.3,No,1099
30,Male,70,Losing fat,19,30,195,97,2010,90,25,65,7.7,No,1059
13,Male,56,Gaining muscle,14,12,100,103,2852,62,36,82,11.0,No,1435
13,Female,66,Losing fat,33,20,153,186,2743,74,25,70,7.8,No,1399
48,Female,64,Gaining muscle,18,13,116,184,2700,185,50,147,4.5,No,3115
13,Male,70,Losing fat,24,22,112,119,2792,97,25,77,5.7,No,1704
62,Male,66,Losing fat,22,26,168,202,2829,93,40,22,10.8,No,1030
22,Female,52,Losing fat,35,14,179,132,2221,121,34,44,6.1,No,1468
36,Male,66,Gaining muscle,21,24,105,102,2280,88,25,102,7.3,No,2684
60,Female,52,Gaining muscle,21,22,172,104,2222,159,82,22,5.7,No,1461
46,Female,69,Gaining muscle,13,14,195,133,3240,62,68,77,6.3,No,1656
13,Female,71,Gaining muscle,22,16,195,90,4088,83,80,123,10.9,No,1030
53,Female,70,Gaining muscle,19,13,104,162,2956,107,68,152,4.6,No,1239
29,Male,50,Gaining muscle,17,17,133,90,4253,126,92,113,5.7,No,1924
62,Female,60,Losing fat,23,24,177,184,2186,102,39,108,11.0,No,1030
44,Male,76,Losing fat,20,21,126,199,1707,134,25,123,10.3,No,1584
13,Female,50,Gaining muscle,45,23,137,90,2348,62,25,22,10.1,No,1392
40,Female,64,Losing fat,24,15,120,111,3820,86,25,107,5.1,No,1772
15,Female,64,Gaining muscle,23,22,123,118,1971,80,25,76,5.1,No,1250
63,Male,65,Losing fat,23,16,123,150,2964,81,31,145,7.5,No,1107
13,Female,56,Losing fat,20,26,140,100,1524,62,25,94,5.5,No,1395
45,Male,50,Gaining muscle,27,19,186,223,3064,133,39,96,9.8,No,1417
13,Male,60,Losing fat,34,24,129,99,1200,65,64,69,5.0,No,1369
46,Male,71,Gaining muscle,15,20,166,128,4300,125,70,310,6.7,No,2268
42,Female,64,Losing fat,23,23,172,172,2219,193,25,29,5.1,No,1030
14,Male,67,Gaining muscle,19,14,195,90,4300,80,135,48,5.7,No,1536
13,Female,52,Losing fat,21,20,180,90,2665,86,25,75,5.8,No,1292
38,Female,65,Gaining muscle,23,14,118,135,3295,97,25,92,6.5,No,1985
13,Female,54,Gaining muscle,22,30,108,90,1757,93,35,22,9.7,No,1030
40,Male,59,Gaining muscle,17,18,191,186,3388,135,99,132,11.0,No,1529
13,Female,50,Gaining muscle,20,13,193,90,4146,60,25,224,7.7,No,1862
13,Female,54,Losing fat,34,19,190,95,2855,122,36,45,11.0,No,1030
26,Female,53,Gaining muscle,18,20,109,183,1966,185,28,41,5.3,No,1503
33,Female,69,Gaining muscle,34,21,195,125,1254,132,100,45,7.5,No,2238
13,Female,59,Losing fat,19,17,102,120,1316,59,25,43,8.1,No,1074
13,Female,71,Losing fat,23,21,100,143,1294,126,25,34,5.9,No,1030
22,Male,68,Gaining muscle,24,17,128,147,2317,72,27,84,4.5,No,3258
